ID,Code,Scientific Name,Common Name
3740,KETE,Keckiella ternata,Scarlet keckiella
3741,KEJA,Kerria japonica,Japanese rose
3742,KHNY2,Khaya nyasica,Nyasaland mahogany
3745,KOSP,Koeberlinia spinosa,Crown of thorns
3746,KOBI,Koelreuteria bipinnata,Chinese flame tree
3747,KOEL,Koelreuteria elegans,Flamegold
3748,KOPA,Koelreuteria paniculata,Goldenrain tree
3749,KOCO2,Kokia cookei,Molokai treecotton
3750,KODR,Kokia drynarioides,Hawai'i treecotton
3751,KOKA,Kokia kauaiensis,Kauai treecotton
3752,KOLA2,Kokia lanceolata,Wailupe valley treecotton
3753,KOAM80,Kolkwitzia amabilis,Beautybush
3754,KRIX,Krameria ixine,Abrojo colorado
3755,KRRA,Krameria ramosissima,Manystem ratany
3757,LACY,Labordia cyrtandrae,Koolau range labordia
3758,LADE6,Labordia degeneri,Degener's labordia
3759,LAFA2,Labordia fagraeoidea,Summit labordia
3760,LAHE2,Labordia hedyosmifolia,Bog labordia
3761,LAHE3,Labordia helleri,Napali coast labordia
3762,LAHI5,Labordia hirtella,Mountain labordia
3763,LAHO3,Labordia hosakana,Ridgetop labordia
3764,LAKA,Labordia kaalae,Waianae range labordia
3765,LALY2,Labordia lydgatei,Wahiawa mountain labordia
3766,LAPU4,Labordia pumila,Kauai labordia
3767,LASE4,Labordia sessilis,Thinfruit labordia
3768,LATI2,Labordia tinifolia,Paleflower labordia
3769,LAVE3,Labordia venosa,Maui labordia
3770,LAWA2,Labordia waialealae,Kamakahala lau li'i
3771,LAWA3,Labordia waiolani,Nevada peavine
3772,LAAN2,Laburnum anagyroides,Golden-chain tree
3773,LAWA,Laburnum x watereri,Golden chain tree
3775,LADE7,Lagascea decipiens,Doll's head
3776,LAIN,Lagerstroemia indica,Common crapemyrtle
3777,LASP,Lagerstroemia speciosa,Queen's crapemyrtle
3790,LADE,Larix decidua,European larch
3791,LAKA2,Larix kaempferi,Japanese larch
3792,LALA,Larix laricina,Tamarack
3793,LALE,Larix leptolepis,Larix leptolepis
3794,LALA2,Larix lyallii,Subalpine larch
3795,LAOC,Larix occidentalis,Western larch
3797,LALA5,Lasianthus lanceolatus,Mata de peo
3801,LEKR,Leandra krugiana,Krug's roughleaf
3807,LEFL,Leitneria floridana,Corkwood
3808,LELE3,Leonotis leonurus,Lion's ear
3809,LEBU2,Lepidospartum burgessii,Burgess' broomsage
3810,LELA4,Lepidospartum latisquamum,Nevada broomsage
3813,LEPH11,Leptopus phyllanthoides,Missouri maidenbush
3817,LECY80,Lespedeza cyrtobotrya,Leafy lespedeza
3818,LEFO3,Lespedeza formosa,Oriental lespedeza
3828,LERA4,Leucothoe racemosa,Swamp doghobble
3829,LERE6,Leucothoe recurva,Redtwig doghobble
3830,LEFO2,Leycesteria formosa,Himalayan honeysuckle
3831,LIRI4,Licania rigida,Oiticica
3836,LIAM,Ligustrum amurense,Amur privet
3839,LIOB,Ligustrum obtusifolium,Border privet
3841,LIQU2,Ligustrum quihoui,Waxyleaf privet
3844,LIBE,Lindera benzoin,Spicebush
3845,LIME7,Lindera melissifolia,Southern spicebush
3848,LIMI6,Lippia micromera,Spanish thyme
3849,LIFO,Liquidambar formosana,Chinese sweet gum
3850,LIST,Liquidambar styraciflua,Sweetgum
3851,LICH2,Liriodendron chinense,Chinese tulip tree
3852,LITU,Liriodendron tulipifera,Tulip tree
3855,LICA,Lithraea caustica,Litre
3857,LIAE,Litsea aestivalis,Pondspice
3869,LODO5,Lonchocarpus domingensis,Geno geno
3871,LOHE7,Lonchocarpus heptaphyllus,Broadleaf lancepod
3873,LOAL,Lonicera albiflora,Western white honeysuckle
3874,LOAR,Lonicera arizonica,Arizona honeysuckle
3875,LOCA6,Lonicera caerulea,Sweetberry honeysuckle
3876,LOCA,Lonicera canadensis,American fly honeysuckle
3877,LOCI3,Lonicera ciliosa,Orange honeysuckle
3878,LOCO5,Lonicera conjugialis,Purpleflower honeysuckle
3879,LOFL,Lonicera flava,Yellow honeysuckle
3880,LOFR,Lonicera fragrantissima,Sweet breath of spring
3881,LOHE6,Lonicera x heckrottii,Goldflame honeysuckle
3882,LOIN,Lonicera involucrata,Twinberry honeysuckle
3883,LOJA,Lonicera japonica,Japanese honeysuckle
3884,LOKO,Lonicera korolkowii,Blueleaf honeysuckle
3885,LOMA6,Lonicera maackii,Amur honeysuckle
3886,LOMI5,Lonicera x minutiflora,Smallflower honeysuckle
3887,LOMO,Lonicera morrowii,Morrow honeysuckle
3888,LONO,Lonicera x notha,Honeysuckle
3889,LOOB,Lonicera oblongifolia,Swamp fly honeysuckle
3890,LORE5,Lonicera reticulata,Grape honeysuckle
3891,LORU3,Lonicera ruprechtiana,Manchurian honeysuckle
3892,LOST2,Lonicera standishii,Standish's honeysuckle
3893,LOSU2,Lonicera subspicata,Southern honeysuckle
3894,LOTA,Lonicera tatarica,Tartarian honeysuckle
3895,LOUT2,Lonicera utahensis,Utah honeysuckle
3896,LOVI,Lonicera villosa,Mountain fly honeysuckle
3897,LOBE,Lonicera x bella,Bell's honeysuckle
3898,LOXY2,Lonicera x xylosteoides,Fly honeysuckle
3899,LOXY,Lonicera xylosteum,Dwarf honeysuckle
3901,LUSP11,Luehea speciosa,Luehea
3902,LUEK,Lunania ekmanii,Mendrina
3903,LYVI5,Lycianthes virgata,Berenjena de paloma
3904,LYAN,Lycium andersonii,Water jacket
3905,LYBA4,Lycium barbarum,Matrimony vine
3906,LYBE,Lycium berlandieri,Berlandier's wolfberry
3907,LYCA,Lycium californicum,California desert-thorn
3908,LYCA2,Lycium carolinianum,Carolina desert-thorn
3909,LYCH,Lycium chinense,Chinese desert-thorn
3910,LYCO2,Lycium cooperi,Peach thorn
3911,LYEX,Lycium exsertum,Arizona desert-thorn
3912,LYFE3,Lycium ferrocissimum,African boxthorn
3913,LYFR,Lycium fremontii,Fremont's desert-thorn
3914,LYHA5,Lycium hassei,Santa Catalina Island desert-thorn
3915,LYMA,Lycium macrodon,Desert wolfberry
3916,LYPA,Lycium pallidum,Pale desert-thorn
3917,LYPA2,Lycium parishii,Parish's desert-thorn
3918,LYPU,Lycium puberulum,Downy desert-thorn
3919,LYRI,Lycium richii,Baja desert-thorn
3920,LYSA3,Lycium sandwicense,Hawai'i desert-thorn
3921,LYSH,Lycium shockleyi,Shockley's desert-thorn
3922,LYTE4,Lycium texanum,Texas desert-thorn
3923,LYTO,Lycium torreyi,Squawthorn
3924,LYTW,Lycium tweedianum,Tropical desert-thorn
3925,LYVE,Lycium verrucosum,San nicholas desert-thorn
3929,LYLI,Lyonia ligustrina,Maleberry
3930,LYLU3,Lyonia lucida,Fetterbush lyonia
3931,LYMA2,Lyonia mariana,Piedmont staggerbush
3945,MAPO6,Machaonia portoricensis,Puerto Rico alfilerillo
3947,MAPO,Maclura pomifera,Osage orange
3948,MATI3,Maclura tinctoria,Fustictree
3949,MAEM2,Maesopsis eminii,Umbrella-tree
3950,MASO,Magnolia x soulangeana,Saucer magnolia
3951,MAAC,Magnolia acuminata,Cucumber tree
3952,MAAS,Magnolia ashei,Ashe magnolia
3954,MAFR,Magnolia fraseri,Fraser magnolia
3956,MAMA,Magnolia macrophylla,Bigleaf magnolia
3957,MAOF,Magnolia officinalis,Magnolia bark
3959,MAPY,Magnolia pyramidata,Pyramid magnolia
3961,MAST,Magnolia stellata,Star magnolia
3962,MATR,Magnolia tripetala,Umbrella magnolia
3963,MAVI,Magnolia virginiana,Sweetbay
3973,MADE5,Malacomeles denticulata,South false serviceberry
3985,PYAN,Malus angustifolia,Southern crabapple
3986,MAAR7,Malus x arnoldiana,Arnold's apple
3987,PYBA,Malus baccata,Siberian crabapple
3988,MABA2,Malus baccata v. purpurea,Manzano de flor
3989,PYCO3,Malus coronaria,Sweet crabapple
3990,MADA5,Malus x dawsoniana,Dawson crabapple
3991,MAFL80,Malus floribunda,Japanese flower crabapple
3992,PYFU,Malus fusca,Oregon crabapple
3993,MAGL4,Malus glabrata,Biltmore crabapple
3994,MAGL11,Malus glaucescens,Dunbar crabapple
3995,PYIO,Malus ioensis,Prairie crabapple
3996,MAMA29,Malus x magdeburgensis,Magdeburg crabapple
3997,MAMA37,Malus mandshurica,Manchurian crabapple
3998,MAPL,Malus x platycarpa,Bigfruit crab
3999,MAPR,Malus prunifolia,Plumleaf crabapple
4000,MASY2,Malus sylvestris,European crabapple
4001,MASO3,Malus x soulardii,Soulard crab
4002,MASA9,Malus sargentii,Sargent's apple
4003,MASI80,Malus sieboldii,Toringa crabapple
4004,MAPU,Malus pumila,Paradise apple
4009,MAAN5,Manihot angustiloba,Desertmountain manihot
4010,MADA2,Manihot davisiae,Arizona manihot
4011,MAGL5,Manihot glaziovii,Ceara rubbertree
4012,MAGR8,Manihot grahamii,Graham's manihot
4013,MASU15,Manihot subspicata,Spiked manihot
4021,MANO,Margaritaria nobilis,Bastard hogberry
4025,MASA4,Matelea sagittifolia,Arrowleaf milkvine
4032,MELA7,Mecranium latifolium,Camasey almendre
4040,MEAZ,Melia azedarach,Chinaberry
4088,MEHE,Meliosma herbertii,Aguacatillo
4089,MEOB2,Meliosma obtusifolia,Cacaillo
4090,MEUM3,Melochia umbellata,Hierba del soldado
4091,MESP2,Menodora spinescens,Spiny menodora
4092,MEFE,Menziesia ferruginea,Rusty menziesia
4093,MEPI2,Menziesia pilosa,Minniebush
4094,MECA10,Mespilus canescens,Stern's medlar
4095,MEGE,Mespilus germanica,European medlar
4096,MEGL,Metasequoia glyptostroboides,Dawn redwood
4126,MIGU2,Micropholis guyanensis,Wild balata
4127,MIAC3,Mimosa aculeaticarpa,Catclaw mimosa
4128,MIAR4,Mimosa arenosa,Elegant mimosa
4129,MIAS3,Mimosa asperata,Puerto rico briar
4130,MIBO2,Mimosa borealis,Fragrant mimosa
4131,MICE,Mimosa ceratonia,Black ambret
4132,MIDI8,Mimosa diplotricha,Giant false sensitive
4133,MIDY,Mimosa dysocarpa,Velvetpod mimosa
4134,MIEM,Mimosa emoryana,Emory's mimosa
4135,MIGR2,Mimosa grahamii,Graham's mimosa
4136,MILA2,Mimosa laxiflora,Arizona mimosa
4137,MIPE2,Mimosa pellita,Lollipop mimosa
4138,MIPI,Mimosa pigra,Black mimosa
4139,MITE6,Mimosa texana,Texas mimosa
4140,MITU,Mimosa turneri,Desert mimosa
4142,MOHI,Montanoa hibiscifolia,Treedaisy
4145,MOHO3,Morella holdridgeana,Palo de cera
4147,MOMA6,Morella x macfarlanei,Morella x macfarlanei
4149,MOTR,Morinda trimera,Noni kuahiwi
4150,MOOL,Moringa oleifera,Horseradishtree
4156,MOAL,Morus alba,White mulberry
4157,MOMI,Morus microphylla,Smallleaf mulbery
4158,MONI,Morus nigra,Black mulberry
4159,MORU,Morus rubra,Red mulberry
4162,MUAX2,Muehlenbeckia axillaris,Sprawling wirevine
4163,MURA3,Munroidendron racemosum,False 'ohe
4175,MYMA4,Myrcia margarettae,Margarett's myrcia
4176,MYMA5,Myrcia maricaensis,Maricao rodwood
4180,MYBO,Myrciaria borinquena,False tamarisk
4182,MYMY,Myrciaria myrtifolia,Ridgetop guavaberry
4183,MYGA,Myrica gale,Sweetgale
4184,MYHA,Myrica hartwegii,Sierra bayberry
4186,MYFR2,Myrospermum frutescens,Cercipo
4217,NEMU2,Nemopanthus mucronatus,Catberry
4218,NECA7,Neolamarckia cadamba,Kadam
4220,NEAN,Neraudia angulata,Angularfruit ma'oloa
4221,NEKA2,Neraudia kauaiensis,Kauai ma'oloa
4222,NEME5,Neraudia melastomifolia,Ma'aloa
4223,NEOV,Neraudia ovata,Big island ma'oloa
4224,NESE2,Neraudia sericea,Woodland ma'oloa
4227,NESA2,Nestegis sandwicensis,Hawai'i olive
4228,NEUM,Nestronia umbellula,Leechbrush
4229,NEAL,Neviusia alabamensis,Alabama snow-wreath
4230,NECL,Neviusia cliftonii,Shasta snow-wreath
4235,NOBR2,Nothocestrum breviflorum,Smallflower aiea
4236,NOLA,Nothocestrum latifolium,Broadleaf aiea
4237,NOLO,Nothocestrum longifolium,Longleaf aiea
4238,NOPE,Nothocestrum peltatum,Oahu aiea
4239,NOAL,Nothofagus alpina,RaulÍ
4241,NOOB,Nothofagus obliqua,Roble
4242,NOHU,Nototrichium humile,Kaala rockwort
4243,NOSA,Nototrichium sandwicense,Hawai'i rockwort
4245,NYAQ,Nyssa aquatica,Water tupelo
4246,NYBI,Nyssa biflora,Swamp tupelo
4247,NYOG,Nyssa ogeche,Ogeechee tupelo
4248,NYSY,Nyssa sylvatica,Black tupelo
4249,NYUR2,Nyssa ursina,Bear tupelo
4250,OCJA,Ochna jabotapita,Bird's-eye bush
4251,OCSE2,Ochna serrulata,Mickey mouse plant
4252,OCTH,Ochna thomasiana,Thomas' bird's-eye bush
4254,OCCO,Ochrosia compta,Holei
4256,OCHA,Ochrosia haleakalae,Island yellowwood
4257,OCKA,Ochrosia kauaiensis,Kauai yellowwood
4258,OCKI,Ochrosia kilaueaensis,Hawai'i yellowwood
4263,OCNE,Ocotea nemodaphne,Laurel sassafras
4269,OECE,Oemleria cerasiformis,Indian plum
4271,OLTE,Olneya tesota,Desert ironwood
4273,OPMI,Oplonia microphylla,Thicketwort
4274,OPSP4,Oplonia spinosa,Pricklybush
4275,OPHO,Oplopanax horridus,Devilsclub
4297,OSKN,Ostrya knowltonii,Knowlton hophornbeam
4298,OSVI,Ostrya virginiana,Eastern hophornbeam
4299,OTRH,Ottoschulzia rhodoxylon,Pincho palo de rosa
4303,OXLA4,Oxandra lanceolata,Blacklancewood
4305,OXAR,Oxydendrum arboreum,Sourwood
4308,PAFO3,Paederia foetida,Stinkvine
4311,PACR18,Palicourea croceoides,Yellow cedar
4312,PAGU,Palicourea guianensis,Showy cappel
4313,PASP16,Paliurus spina-christi,Jeruselem thorn
4319,PAAC,Parkinsonia aculeata,Jerusalem thorn
4320,PATE10,Parkinsonia texana,Texas paloverde
4323,PAFI4,Parryella filifolia,Common dunebroom
4326,PAQU,Parthenocissus quinquefolia,Virginia creeper
4327,PATR,Parthenocissus tricuspidata,Boston ivy
4328,PATO,Paulownia tomentosa,Royal paulownia
4330,PETI,Pedilanthus tithymaloides,Redbird flower
4331,PEPT,Peltophorum pterocarpum,Yellow flametree
4332,PEDU3,Peltophorum dubia,Horsebush
4333,PEIN4,Pentzia incana,African sheepbush
4334,PEBU2,Pera bumeliifolia,Jiqi
4335,PERA4,Peraphyllum ramosissimum,Squaw apple
4336,PEAC2,Pereskia aculeata,Barbados shrub
4338,PESA3,Perrottetia sandwicensis,Olomea
4349,PHSP4,Phaulothamnus spinescens,Devilqueen
4350,PHAM,Phellodendron amurense,Amur corktree
4351,PHJA,Phellodendron japonicum,Japanese corktree
4353,PHMY,Phialanthus myrtilloides,Candlewood
4354,PHAR12,Philadelphus argenteus,Silver mock orange
4355,PHAR10,Philadelphus argyrocalyx,Silvercup mock orange
4356,PHCA18,Philadelphus californicus,California mock orange
4357,PHCO25,Philadelphus confusus,Piper's mock orange
4358,PHCO32,Philadelphus cordifolius,Heartleaf mock orange
4359,PHCO,Philadelphus coronarius,Sweet mock orange
4360,PHCR3,Philadelphus crinitus,Transpecos mock orange
4361,PHER,Philadelphus ernestii,Canyon mock orange
4362,PHFL4,Philadelphus floridus,Florida mock orange
4363,PHGA,Philadelphus gattingeri,Gattinger's mock orange
4364,PHHI2,Philadelphus hirsutus,Streambank mock orange
4365,PHHI3,Philadelphus hitchcockianus,Hitchcock's mock orange
4366,PHIN5,Philadelphus inodorus,Scentless mock orange
4367,PHIN21,Philadelphus insignis,Summer mock orange
4368,PHKA4,Philadelphus karwinskyanus,Evergreen mock orange
4369,PHLE,Philadelphus lewisii,Wild mock orange
4370,PHMA7,Philadelphus maculatus,Spotted mock orange
4371,PHMA8,Philadelphus madrensis,Desert mountain mock orange
4372,PHME4,Philadelphus mearnsii,Mearns' mock orange
4373,PHMI4,Philadelphus microphyllus,Littleleaf mock orange
4374,PHOC2,Philadelphus occidentalis,Western mock orange
4375,PHOR4,Philadelphus oreganus,Oregon mock orange
4376,PHPA11,Philadelphus palmeri,Palmer's mock orange
4377,PHPU4,Philadelphus pubescens,Hoary mock orange
4378,PHPU15,Philadelphus pumilus,Dwarf mock orange
4379,PHSE2,Philadelphus serpyllifolius,Thymeleaf mock orange
4380,PHSH,Philadelphus sharpianus,Sharp's mock orange
4381,PHTE3,Philadelphus texensis,Texas mock orange
4382,PHTO7,Philadelphus tomentosus,Fuzzy mock orange
4383,PHTR3,Philadelphus trichothecus,Columbian mock orange
4384,PHWO,Philadelphus wootonii,Wooton's mock orange
4385,PHZE,Philadelphus zelleri,Zeller's mock orange
4392,PHFL9,Photinia floribunda,Purple chokeberry
4394,PHME13,Photinia melanocarpa,Black chokeberry
4395,PHPY4,Photinia pyrifolia,Red chokeberry
4396,PHVI,Photinia villosa,Oriental photinia
4398,PHAC3,Phyllanthus acidus,Tahitian gooseberry tree
4399,PHAC7,Phyllanthus acuminatus,Jamaican gooseberry tree
4400,PHAN9,Phyllanthus angustifolius,Foliage flower
4401,PHCU4,Phyllanthus cuneifolius,Wedge leaf-flower
4402,PHDI8,Phyllanthus distichus,Pamakani mahu
4403,PHEM2,Phyllanthus emblica,Emblic
4404,PHEP,Phyllanthus epiphyllanthus,Swordbush
4405,PHJU2,Phyllanthus juglandifolius,Bigleaf leafflower
4406,PHPU11,Phyllanthus pulcher,Tropical leaf-flower
4408,PHAL7,Physocarpus alternans,Dwarf ninebark
4409,PHCA11,Physocarpus capitatus,Pacific ninebark
4410,PHMA5,Physocarpus malvaceus,Mallow ninebark
4411,PHMO4,Physocarpus monogynus,Mountain ninebark
4412,PHOP,Physocarpus opulifolius,Common ninebark
4436,PIAN2,Picrasma antillana,Bitter ash
4437,PIEX,Picrasma excelsa,Bitterwood
4438,PIAC,Pictetia aculeata,Fustic
4514,PITE6,Piptocarpha tetrantha,Mountain ashdaisy
4515,PIAC6,Piptocoma acevedoi,Acevedo's velvetshrub
4521,PICA5,Piscidia carthagenensis,Stinkwood
4522,PIPI1,Piscidia piscipula,Florida fishpoision tree
4534,PIAT4,Pistacia atlantica,Mt. atlas mastic tree
4535,PICH,Pistacia chinensis,Chinese pistache
4536,PIVE,Pistacia vera,Pistachio
4537,PIDU,Pithecellobium dulce,Monkeypod
4538,PIGR5,Pithecellobium graciliflorum,Guadeloupe blackbead
4539,PIKE,Pithecellobium keyense,Florida keys blackbead
4540,PIUN2,Pithecellobium unguis-cati,Catclaw blackbead
4558,PLAQ,Planera aquatica,Water elm
4559,PLOC,Platanus occidentalis,American sycamore
4560,PLOR,Platanus orientalis,Oriental planetree
4561,PLRA,Platanus racemosa,California sycamore
4562,PLWR,Platanus wrightii,Arizona sycamore
4563,PLAC,Platanus hybrida,London plane
4564,PLCO6,Platydesma cornuta,Oahu pilo kea
4565,PLRE4,Platydesma remyi,Hawai'i pilo kea
4566,PLRO2,Platydesma rostrata,Pilo kea lau li'i
4576,PLCA10,Pluchea carolinensis,Cure for all
4578,PLAL,Plumeria alba,Nosegay tree
4579,PLOB2,Plumeria obtusa,Singapore graveyard flower
4580,PLRU,Plumeria rubra,Frangipani
4586,POFL20,Poitea florida,Willowleaf podocarp
4587,POPA34,Poitea paucifolia,Retama
4588,POPU19,Poitea punicea,Caracol illo
4589,POCO5,Polygala cowellii,Violet tree
4597,POTR4,Poncirus trifoliata,Hardy orange
4599,POAC5,Populus x acuminata,Lanceleaf cottonwood
4600,POAL,Populus alba,White poplar
4601,POAN,Populus angustifolia,Narrowleaf cottonwood
4602,POBA,Populus balsamifera,Balsam poplar
4603,POBR7,Populus x brayshawii,Hybrid balsam poplar
4604,POCA,Populus x canescens,Grey poplar
4605,PODE,Populus deltoides,Eastern cottonwood
4606,POFR,Populus fremontii,Fremont cottonwood
4607,POGR,Populus grandidentata,Bigtooth aspen
4608,POHE5,Populus x heimburgeri,Heiburger's poplar
4609,POHE,Populus heterophylla,Swamp cottonwood
4610,POHI8,Populus x hinckleyana,Hinckley poplar
4611,POIN23,Populus x inopina,Populus x inopina
4612,POJA2,Populus x jackii,Balm-of-gilead
4613,PONI,Populus nigra,Black poplar
4614,POPA11,Populus x parryi,Parry's cottonwood
4615,PORO4,Populus x rouleauana,Populus x rouleauana
4616,POSM2,Populus x smithii,Smith's poplar
4617,POTO,Populus tomentosa,Chinese white poplar
4618,POTR10,Populus tremula,European aspen
4619,POTR1,Populus tremuloides,Quaking aspen
4620,POCA2,Populus x canadensis,Carolina poplar
4628,POOC4,Pouzolzia occidentalis,Coamo river pouzolzsbush
4629,PROD,Premna odorata,Fragrant premna
4652,PRAL11,Prosopis alpataco,Prosopis alpataco
4653,PRAR6,Prosopis argentina,Algarobilla
4654,PRBU2,Prosopis burkartii,Prosopis burkartii
4655,PRCA9,Prosopis caldenia,the Caldén
4656,PRCA10,Prosopis calingastana,Cusqui
4657,PRCA11,Prosopis campestris,Prosopis campestris
4658,PRCA12,Prosopis castellanosii,Prosopis castellanosii
4659,PRCH,Prosopis chilensis,Chilean mesquite
4660,PRDE4,Prosopis denudans,Prosopis denudans
4661,PREL5,Prosopis elata,Prosopis elata
4662,PRFA2,Prosopis farcta,Syrian mesquite
4663,PRFE2,Prosopis ferox,Prosopis ferox
4664,PRFI4,Prosopis fiebrigii,Prosopis fiebrigii
4665,PRGL2,Prosopis glandulosa,Honey mesquite
4666,PRHA4,Prosopis hassleri,Algarrobo paraguayo
4667,PRHU3,Prosopis humilis,Prosopis humilis
4668,PRJU3,Prosopis juliflora,Mesquite
4669,PRKU2,Prosopis kuntzei,Caranda
4670,PRLA6,Prosopis laevigata,Smooth mesquite
4671,PRPA2,Prosopis pallida,Kiawe
4672,PRPA10,Prosopis palmeri,Palo fierro
4673,PRPU2,Prosopis pubescens,Screwbean mesquite
4674,PRRO4,Prosopis rojasiana,Prosopis rojasiana
4675,PRRU4,Prosopis ruizlealii,Prosopis ruizlealii
4676,PRRU5,Prosopis ruscifolia,Ibope-Moroti
4677,PRSE5,Prosopis sericantha,Barba de tigre
4678,PRST3,Prosopis strombulifera,Argentine screwbean
4679,PRTO3,Prosopis torquata,Lata
4680,PRVE,Prosopis velutina,Velvet mesquite
4681,PRVA,Proustia vanillosma,Sweet yellowcrown
4682,PRAL7,Prunus alabamensis,Alabama cherry
4683,PRAL,Prunus alleghaniensis,Allegheny plum
4684,PRAM,Prunus americana,American plum
4685,PRAN2,Prunus andersonii,Desert peach
4686,PRAN,Prunus angustifolia,Chickasaw plum
4687,PRAR,Prunus armeniaca,Apricot
4688,PRAV,Prunus avium,Sweet cherry
4689,PRBL,Prunus blieriana,Blierana plum
4691,PRCE,Prunus cerasifera,Cherry plum
4692,PRCE2,Prunus cerasifera 'Nigra',Black cherry plum
4693,PRDO,Prunus domestica,Common plum
4694,PREM,Prunus emarginata,Bitter cherry
4695,PRFA,Prunus fasciculata,Desert almond
4696,PRFR,Prunus fremontii,Desert apricot
4697,PRFR2,Prunus fruticosa,European dwarf cherry
4698,PRGE,Prunus geniculata,Scrub plum
4699,PRGL,Prunus glandulosa,Dwarf flowering almond
4700,PRGR,Prunus gracilis,Oklahoma plum
4701,PRHA,Prunus havardii,Havard's plum
4702,PRHO,Prunus hortulana,Hortulan plum
4704,PRJA,Prunus japonica,Japanese plum
4707,PRMA,Prunus maackii,Amur chokecherry
4708,PRMA2,Prunus maritima,Beach plum
4709,PRME,Prunus mexicana,Mexican plum
4710,PRMI2,Prunus minutiflora,Texas almond
4711,PRMU2,Prunus mume,Japanese apricot
4712,PRMU,Prunus munsoniana,Wildgoose plum
4713,PRMU4,Prunus murrayana,Murray's plum
4715,PRNI,Prunus nigra,Canada plum
4717,PROR,Prunus x orthosepala,Hybrid plum
4718,PRPA,Prunus padus,European bird cherry
4719,PRPA8,Prunus x palmeri,Palmer's prunus
4720,PRPE1,Prunus pensylvanica,Pin cherry
4721,PRPE2,Prunus persica,Peach
4722,PRPL3,Prunus pleuradenia,antilles cherry
4723,PRPU1,Prunus pumila,Sand cherry
4724,PRRI,Prunus rivularis,Creek plum
4725,PRSA,Prunus sargentii,Sargent cherry
4726,PRSE1,Prunus serotina,Black cherry
4727,PRSE2,Prunus serrulata,Japanese flowering cherry
4728,PRSL,Prunus x slavinii,Slavin's prunus
4729,PRSP2,Prunus spinosa,Blackthorn
4730,PRSU2,Prunus subcordata,Klamath plum
4731,PRSU,Prunus subhirtella,Higan cherry
4733,PRTO,Prunus tomentosa,Manchu cherry
4734,PRTR,Prunus triloba,Flowering plum
4735,PRUM,Prunus umbellata,Flatwods plum
4736,PRVI,Prunus virginiana,Common chokecherry
4737,PRVU,Prunus vulgaris,Prunus vulgaris
4738,PRCI,Prunus x cistena,Purpleleaf sand cherry
4739,PRYE,Prunus yedoensis,Yoshino flowering cherry
4740,PSUM,Pseudanamomis umbellulifera,Ciruelas
4742,PSSI4,Pseudocydonia sinensis,Chinese-quince
4743,PSAM,Pseudolarix amabilis,Golden larch
4755,PSAR4,Psorothamnus arborescens,Mojave indigobush
4756,PSFR,Psorothamnus fremontii,Fremont's dalea
4757,PSPO,Psorothamnus polydenius,Nevada dalea
4758,PSSC5,Psorothamnus schottii,Schott's dalea
4759,PSTH,Psorothamnus thompsoniae,Thompson's dalea
4788,PTCR3,Ptelea crenulata,California hoptree
4789,PTTR,Ptelea trifoliata,Common hoptree
4790,PTKA,Pteralyxia kauaiensis,Kauai pteralyxia
4791,PTIN,Pterocarpus indicus,India padauk
4792,PTMA,Pterocarpus macrocarpus,Burma paduak
4793,PTOF,Pterocarpus officinalis,Dragonsblood tree
4794,PTST,Pterocarya stenoptera,Chinese wingnut
4797,PUGR,Punica granatum,Pomegranate
4798,PUER2,Purshia ericifolia,Heath cliffrose
4799,PUGL2,Purshia glandulosa,Desert bitterbrush
4800,PUPI,Purshia pinkavae,Pinkava's cliffrose
4801,PUST,Purshia stansburiana,Stansbury cliffrose
4802,PUSU2,Purshia x subintegra,Arizona cliffrose
4803,PUTR2,Purshia tridentata,Antelope bitterbrush
4809,PYPU,Pyrularia pubera,Buffalo nut
4810,PYCA,Pyrus calleryana,Callery pear
4811,PYCO,Pyrus communis,Common pear
4813,PYPY2,Pyrus pyrifolia,Asian pear
4816,QUTO4,Quercus x tottenii,Totten's oak
4817,QUBR,Quercus x brittonii,Britton's oak
4818,QUST3,Quercus x sterilis,Barren oak
4819,QUAC2,Quercus acerifolia,Mapleleaf oak
4820,QUAC3,Quercus x acutidens,Quercus x acutidens
4821,QUAC,Quercus acutissima,Sawtooth oak
4824,QUAL,Quercus alba,White oak
4825,QUAL2,Quercus x alvordiana,Alvord oak
4827,QUAR2,Quercus arkansana,Arkansas oak
4828,QUAS3,Quercus x ashei,Ash's oak
4829,QUAT,Quercus x atlantica,Atlantic oak
4830,QUAU,Quercus austrina,Bluff oak
4831,QUBE5,Quercus x beadlei,Beadle's oak
4832,QUBE2,Quercus x beaumontiana,Beaumont's oak
4833,QUBE3,Quercus x bebbiana,Bebb's oak
4834,QUBE8,Quercus x beckyae,Becky's oak
4835,QUDE2,Quercus bemareei,Quercus bemareei
4836,QUBE9,Quercus x benderi,Bender oak
4837,QUBE,Quercus berberidifolia,Scrub oak
4838,QUBE4,Quercus x bernardensis,Bernard's oak
4839,QUBI,Quercus bicolor,Swamp white oak
4840,QUBI2,Quercus x bimundorum,Bimundor's oak
4841,QUBL,Quercus x blufftonensis,Bluffton's oak
4842,QUBO2,Quercus boyntonii,Boynton sand post oak
4843,QUBU2,Quercus buckleyi,Buckley oak
4844,QUBU3,Quercus x burnetensis,Burnet's oak
4845,QUBU,Quercus x bushii,Bush's oak
4846,QUBY,Quercus x byarsii,Byars' oak
4847,QUCA,Quercus x caduca,Quercus x caduca
